Número de proyecto,Clave del programa,Fondo,Clave de la entidad federativa,Entidad Federativa,Clave del municipio,Nombre del municipio,Nombre del proyecto,Monto aprobado
107,U128,PROYECTOS DE DESARROLLO REGIONAL,7,CHIAPAS,78,SAN CRISTÓBAL DE LAS CASAS,"CENTRO DE CIUDAD MUJER, 2A. ETAPA, EN EL MUNICIPIO DE SAN CRISTÓBAL DE LAS CASAS, CHIAPAS","70,000,000"
108,U128,PROYECTOS DE DESARROLLO REGIONAL,7,CHIAPAS,78,SAN CRISTÓBAL DE LAS CASAS,"CENTRO DE CONVENCIONES EN SAN CRISTÓBAL DE LAS CASAS, CHIAPAS","200,000,000"
109,U128,PROYECTOS DE DESARROLLO REGIONAL,7,CHIAPAS,999,TUXTLA GUTIERREZ - VILLAFLORES,MODERNIZACIÓN DE LA CARRETERA DE TUXTLA GUTIÉRREZ - VILLAFLORES EN CHIAPAS,"300,000,000"
110,U128,PROYECTOS DE DESARROLLO REGIONAL,7,CHIAPAS,89,TAPACHULA,MALECÓN DE PUERTO MADERO 1ERA ETAPA EN CHIAPAS,"75,000,000"
111,U128,PROYECTOS DE DESARROLLO REGIONAL,19,NUEVO LEÓN,16,DOCTOR GONZÁLEZ,"CONSTRUCCIÓN DE CENTRO COMUNITARIO PARA IMPARTICIÓN DE CLASES PARA ADULTOS, EN EL MUNICIPIO DE DOCTOR GONZÁLEZ, NUEVO LEÓN","4,000,000"
112,U128,PROYECTOS DE DESARROLLO REGIONAL,19,NUEVO LEÓN,10,EL CARMEN,"REHABILITACIÓN DE PARQUE GRANDE DE BEISBOL, CALLE ALMADA, UNIDAD DEPORTIVA, FCO. I. MADERO, EN EL MUNICIPIO DE EL CARMEN, NUEVO LEÓN","3,000,000"
113,U128,PROYECTOS DE DESARROLLO REGIONAL,19,NUEVO LEÓN,2,AGUALEGUAS,"CONSTRUCCIÓN DE CANCHA DE FUTBOL, EN EL MUNICIPIO DE AGUALEGUAS, NUEVO LEÓN","1,500,000"
114,U128,PROYECTOS DE DESARROLLO REGIONAL,19,NUEVO LEÓN,44,SABINAS HIDALGO,"CONSTRUCCIÓN DE UNIDAD DEPORTIVA, EN EL MUNICIPIO DE SABINAS HIDALGO, NUEVO LEÓN","4,000,000"
115,U128,PROYECTOS DE DESARROLLO REGIONAL,19,NUEVO LEÓN,25,GENERAL ZUAZUA,"CONSTRUCCIÓN DE GIMNASIO POLIVANTE EN UNIDAD DEPORTIVA ""COLOSIO"", EN EL MUNICIPIO DE GENERAL ZUAZUA, NUEVO LEÓN","5,000,000"
116,U128,PROYECTOS DE DESARROLLO REGIONAL,19,NUEVO LEÓN,28,HIGUERAS,"CONSTRUCCIÓN DE GIMNASIO DEPORTIVO MUNICIPAL, EN EL MUNICIPIO DE HIGUERAS, NUEVO LEÓN","2,000,000"
117,U128,PROYECTOS DE DESARROLLO REGIONAL,19,NUEVO LEÓN,1,ABASOLO,"REHABILITACIÓN DE LA UNIDAD DEPORTIVA FRANCISCO A. CÁRDENAS (2 ETAPA), EN EL MUNICIPIO DE ABASOLO, NUEVO LEÓN","3,000,000"
118,U128,PROYECTOS DE DESARROLLO REGIONAL,19,NUEVO LEÓN,40,PARÁS,"CONSTRUCCIÓN DE AUDITORIO MUNICIPAL (1ERA ETAPA), EN EL MUNICIPIO DE PARÁS, NUEVO LEÓN","4,000,000"
119,U128,PROYECTOS DE DESARROLLO REGIONAL,19,NUEVO LEÓN,8,BUSTAMANTE,"REMODELACIÓN DE TEATRO MUNICIPAL VENUSTIANO CARRANZA, EN EL MUNICIPIO DE BUSTAMANTE, NUEVO LEÓN","3,000,000"
120,U128,PROYECTOS DE DESARROLLO REGIONAL,19,NUEVO LEÓN,23,GENERAL TREVIÑO,"CONSTRUCCIÓN DE CASA DE CULTURA, EN EL MUNICIPIO DE GENERAL TREVIÑO, NUEVO LEÓN","1,700,000"
121,U128,PROYECTOS DE DESARROLLO REGIONAL,19,NUEVO LEÓN,3,LOS ALDAMAS,"TECHUMBRE Y CANCHA DE USOS MÚLTIPLES, EN EL MUNICIPIO DE LOS ALDAMAS, NUEVO LEÓN","2,000,000"
122,U128,PROYECTOS DE DESARROLLO REGIONAL,19,NUEVO LEÓN,27,LOS HERRERAS,"CONSTRUCCIÓN DE CANCHA POLIVANTE, EN EL MUNICIPIO DE LOS HERRERAS, NUEVO LEÓN","2,000,000"
123,U128,PROYECTOS DE DESARROLLO REGIONAL,19,NUEVO LEÓN,34,MARÍN,"RECONSTRUCCIÓN DE PLAZA PRINCIPAL, EN EL MUNICIPIO DE MARÍN, NUEVO LEÓN","3,000,000"
124,U128,PROYECTOS DE DESARROLLO REGIONAL,19,NUEVO LEÓN,35,MELCHOR OCAMPO,"CONSTRUCCIÓN DE CANCHA TECHADA, EN EL MUNICIPIO DE MELCHOR OCAMPO, NUEVO LEÓN","3,000,000"
125,U128,PROYECTOS DE DESARROLLO REGIONAL,19,NUEVO LEÓN,5,ANÁHUAC,"CONSTRUCCIÓN DE LA UNIDAD DEPORTIVA, EN EL MUNICIPIO DE ANÁHUAC, NUEVO LEÓN","8,000,000"
126,U128,PROYECTOS DE DESARROLLO REGIONAL,19,NUEVO LEÓN,41,PESQUERÍA,"CONSTRUCCIÓN DE CYBERBIBLIOTECA EN LA COLONIA COLINAS DEL AEROPUERTO, EN EL MUNICIPIO DE PESQUERÍA, NUEVO LEÓN","2,000,000"
127,U128,PROYECTOS DE DESARROLLO REGIONAL,27,TABASCO,6,CUNDUACÁN,"RECONSTRUCCIÓN DE CAMINO A BASE DE MEZCLA ASFÁLTICA POB. CULICO TRAMO 1, EN EL MUNICIPIO DE CUNDUACÁN, TABASCO","5,000,000"
128,U128,PROYECTOS DE DESARROLLO REGIONAL,27,TABASCO,6,CUNDUACÁN,"RECONSTRUCCIÓN DE CAMINO A BASE DE MEZCLA ASFÁLTICA POB. CULICO TRAMO 2, EN EL MUNICIPIO DE CUNDUACÁN, TABASCO","5,000,000"
129,U128,PROYECTOS DE DESARROLLO REGIONAL,15,MÉXICO,33,ECATEPEC DE MORELOS,"PUENTE VEHICULAR EN EL ENTRONQUE DE AV. CENTRAL, PALOMAS Y JARDINES DE MORELOS PARA ENLAZAR CON LA CARRETERA LECHERÍA-TEXCOCO, EN EL MUNICIPIO DE ECATEPEC DE MORELOS, MÉXICO","100,000,000"
130,U128,PROYECTOS DE DESARROLLO REGIONAL,15,MÉXICO,121,CUAUTITLÁN IZCALLI,"REHABILITACIÓN DE LA CARRETERA LECHERÍA- CUAUTITLÁN, EN EL MUNICIPIO DE CUAUTITLÁN IZCALLI, ESTADO DE MÉXICO, EN EL MUNICIPIO DE CUAUTITLÁN IZCALLI, MÉXICO","40,000,000"
131,U128,PROYECTOS DE DESARROLLO REGIONAL,15,MÉXICO,11,ATENCO,"CONSTRUCCIÓN DEL CIRCUITO VIAL SANTA ROSA, EN EL MUNICIPIO DE ATENCO, MÉXICO","8,000,000"
132,U128,PROYECTOS DE DESARROLLO REGIONAL,15,MÉXICO,87,TEMOAYA,"CONSTRUCCIÓN Y EQUIPAMIENTO DE LA UNIDAD DEPORTIVA Y PARQUE RECREATIVO DEL MUNICIPIO, EN EL MUNICIPIO DE TEMOAYA, MÉXICO","4,500,000"
133,U128,PROYECTOS DE DESARROLLO REGIONAL,18,NAYARIT,4,COMPOSTELA,"CONSTRUCCIÓN DEL MALECÓN DEL MUELLE EN LA PEÑITA DE JALTEMBA, SEGUNDA ETAPA. MALECÓN ""LA PEÑITA"", EN EL MUNICIPIO DE COMPOSTELA, NAYARIT","9,000,000"
134,U128,PROYECTOS DE DESARROLLO REGIONAL,9,DISTRITO FEDERAL,17,VENUSTIANO CARRANZA,"REHABILITACIÓN Y MANTENIMIENTO A 6 MERCADOS DE LA DELEGACIÓN VENUSTIANO CARRANZA, ETAPA 1, DISTRITO FEDERAL","15,000,000"
135,U128,PROYECTOS DE DESARROLLO REGIONAL,15,MÉXICO,92,TEOTIHUACÁN,"CONSTRUCCIÓN DE ARCOTECHO ESCUELA PRIMARIA JOSÉ MARÍA MORELOS Y PAVÓN CON CLAVE 15OPR2318I, TEOTIHUACÁN, ESTADO DE MÉXICO","600,000"
136,U128,PROYECTOS DE DESARROLLO REGIONAL,15,MÉXICO,92,TEOTIHUACÁN,"CONSTRUCCIÓN DE ARCOTECHO ESCUELA PRIMARIA IGNACIO ZARAGOZA CON CLAVE 15DPRO5710, TEOTIHUACÁN, ESTADO DE MÉXICO","340,000"
137,U128,PROYECTOS DE DESARROLLO REGIONAL,15,MÉXICO,92,TEOTIHUACÁN,"CONSTRUCCIÓN DE ARCOTECHO ESCUELA ADOLFO LÓPEZ MATEOS CON CLAVE 15EPRO54OU, TEOTIHUACÁN, ESTADO DE MÉXICO","640,000"
138,U128,PROYECTOS DE DESARROLLO REGIONAL,15,MÉXICO,92,TEOTIHUACÁN,"CONSTRUCCIÓN DE ARCOTECHO ESCUELA PRIMARIA ANEXA A LA NORMAL CON CLAVE 15EPR2324S, TEOTIHUACÁN, ESTADO DE MÉXICO","560,000"
139,U128,PROYECTOS DE DESARROLLO REGIONAL,21,PUEBLA,64,FRANCISCO Z. MENA,"CONSTRUCCIÓN DE PAVIMENTO DE CONCRETO HIDRÁULICO EN CALLE CUAHUTÉMOC, MUNICIPIO FRANCISCO Z. MENA, PUEBLA","6,000,000"
140,U128,PROYECTOS DE DESARROLLO REGIONAL,21,PUEBLA,64,FRANCISCO Z. MENA,"REHABILITACIÓN DE CAMINO SACACOSECHAS SALSIPUEDES-AL ENTRONQUE DEL CAMINO DEL JOBO-JALTOCAN, MUNICIPIO FRANCISCO Z. MENA, PUEBLA","4,000,000"
141,U128,PROYECTOS DE DESARROLLO REGIONAL,30,VERACRUZ,48,COSOLEACAQUE,"CONSTRUCCIÓN DE PAVIMENTO HIDRÁULICO EN LA CALLE 20 DE NOVIEMBRE (BOULEVARD) ENTRE CARRETERA TRANSÍSMICA Y CALLE PESCADORES DE LA COLONIA ESTERO DEL PANTANO, MUNICIPIO DE COSOLEACAQUE, VERACRUZ DE IGNACIO DE LA LLAVE, ETAPA 1","3,400,000"
142,U128,PROYECTOS DE DESARROLLO REGIONAL,30,VERACRUZ,48,COSOLEACAQUE,"CONSTRUCCIÓN DE PAVIMENTO HIDRÁULICO Y GUARNICIONES EN EL CALLEJÓN BENITO JUÁREZ, BARRIO CUARTO DE LA CABECERA MUNICIPAL, EN COSOLEACAQUE, VERACRUZ DE IGNACIO DE LA LLAVE","664,504"
143,U128,PROYECTOS DE DESARROLLO REGIONAL,30,VERACRUZ,48,COSOLEACAQUE,"CONSTRUCCIÓN DE PAVIMENTO HIDRÁULICO, DEL CALLEJÓN MIGUEL ALEMÁN ENTRE LÁZARO CÁRDENAS Y NIÑO PERDIDO DEL BARRIO PRIMERO DE LA CABECERA MUNICIPAL, EN COSOLEACAQUE, VERACRUZ DE IGNACIO DE LA LLAVE","932,871"
144,U128,PROYECTOS DE DESARROLLO REGIONAL,30,VERACRUZ,48,COSOLEACAQUE,"CONSTRUCCIÓN DE PAVIMENTO HIDRÁULICO, GUARNICIONES Y BANQUETAS EN LA CALLE VENUSTIANO CARRANZA, ENTRE ÁLVARO OBREGÓN Y PORFIRIO DÍAZ, EN COSOLEACAQUE, VERACRUZ DE IGNACIO DE LA LLAVE","3,136,656"
145,U128,PROYECTOS DE DESARROLLO REGIONAL,30,VERACRUZ,48,COSOLEACAQUE,"CONSTRUCCIÓN DE PAVIMENTO HIDRÁULICO, GUARNICIONES Y BANQUETAS DE LA CALLE MORELOS ENTRE CALLES BENITO JUÁREZ Y EMILIANO ZAPATA DE LA COLONIA LA ESPERANZA EN EL MUNICIPIO DE COSOLEACAQUE, VERACRUZ DE IGNACIO DE LA LLAVE, PRIMERA ETAPA","2,281,400"
146,U128,PROYECTOS DE DESARROLLO REGIONAL,30,VERACRUZ,48,COSOLEACAQUE,"CONSTRUCCIÓN DE PAVIMENTO HIDRÁULICO, GUARNICIONES Y BANQUETAS EN LA CALLE BENITO JUÁREZ ENTRE NICOLAS BRAVO Y FRANCISCO I. MADERO DE LA COL. NUEVO CENTRO DE POBLACIÓN, MUNICIPIO DE COSOLEACAQUE, VERACRUZ DE IGNACIO DE LA LLAVE","2,984,569"
147,U128,PROYECTOS DE DESARROLLO REGIONAL,9,DISTRITO FEDERAL,6,IZTACALCO,"REMODELACIÓN DEL AUDITORIO DEL CENTRO DE SALUD T-III ""DR. MANUEL PESQUERÍA"" UBICADO EN LA C. SUR 16 S/N COLONIA AGRÍCOLA ORIENTAL, DISTRITO FEDERAL","1,500,000"
148,U128,PROYECTOS DE DESARROLLO REGIONAL,9,DISTRITO FEDERAL,2,AZCAPOTZALCO,"REMODELACIÓN DE LOS EDIFICIOS DEL CETIS 33 ""CARLOS MARÍA DE BUSTAMANTE"" CVE. ESCUELA 09DCT0034P, DISTRITO FEDERAL","2,000,000"
149,U128,PROYECTOS DE DESARROLLO REGIONAL,9,DISTRITO FEDERAL,10,ÁLVARO OBREGÓN,"CONSTRUCCIÓN DE TECHUMBRE DE LA EXPLANADA C. CIRCUITO 9, ENTRE EDIFICIO I Y EDIFICIO F, DE LA UNIDAD HABITACIONAL LOMAS DE PLATEROS EN LA COLONIA , ÁLVARO OBREGÓN, DISTRITO FEDERAL","1,500,000"
150,U128,PROYECTOS DE DESARROLLO REGIONAL,15,MÉXICO,83,TEMAMATLA,"CONSTRUCCIÓN DE CANCHA DE FUTBOL Y PISTA SKATE EN LA UNIDAD DEPORTIVA ""IGNACIO PICHARDO PAGAZA"" EN LA C. TABASCO S/N COLONIA ALBERTOCO, TEMAMATLA, ESTADO DE MÉXICO","2,000,000"
151,U128,PROYECTOS DE DESARROLLO REGIONAL,9,DISTRITO FEDERAL,6,IZTACALCO,"REHABILITACION DE BANQUETAS EN LAS COLONIAS AGRICOLA ORIENTAL PONIENTE, AGRICOLA ORIENTAL CENTRO, AGRICOLA ORIENTAL ORIENTE, PANTITLÁN PONIENTE, PANTITLÁN CENTRO Y PANTITLÁN ORIENTE EN LA DELEGACIÓN IZTACALCO, DISTRITO FEDERAL","10,000,000"
152,U128,PROYECTOS DE DESARROLLO REGIONAL,30,VERACRUZ,150,TAMALÍN,"CONSTRUCCIÓN DE RELLENO SANITARIO TIPO “D” PRIMER ETAPA CON NOMBRE ""RELLENO EL TAMALÍN"", PARA EL MUNICIPIO DE TAMALÍN, VERACRUZ DE IGNACIO DE LA LLAVE","10,000,000"
153,U128,PROYECTOS DE DESARROLLO REGIONAL,9,DISTRITO FEDERAL,15,CUAUHTÉMOC,"AMPLIACIÓN DE RED ELÉCTRICA EN VARIAS COLONIAS DE LA DELEGACIÓN CUAUHTÉMOC, DISTRITO FEDERAL, PRIMERA ETAPA TLATELOLCO","10,000,000"
154,U128,PROYECTOS DE DESARROLLO REGIONAL,9,DISTRITO FEDERAL,15,CUAUHTÉMOC,"REHABILITACIÓN DEL EDIFICIO DE LA SEDE DELEGACIONAL DE CUAUHTÉMOC EN MINA ESQUINA ALDAMA EN LA COLONIA BUENAVISTA, DELEGACIÓN CUAUHTÉMOC, DISTRITO FEDERAL","5,000,000"
155,U128,PROYECTOS DE DESARROLLO REGIONAL,9,DISTRITO FEDERAL,15,CUAUHTÉMOC,"REHABILITACIÓN DE BANQUETAS EN VARIAS CALLES DE LA COLONIA MORELOS, DELEGACIÓN CUAUHTÉMOC, DISTRITO FEDERAL","5,000,000"
156,U128,PROYECTOS DE DESARROLLO REGIONAL,8,CHIHUAHUA,39,LÓPEZ,"CONSTRUCCIÓN DE EDIFICIO COMPLEMENTARIO Y REMODELACIÓN DEL EDIFICIO DE LA PRESIDENCIA MUNICIPAL EN CABECERA MUNICIPAL, MUNICIPIO DE LÓPEZ, CHIHUAHUA","3,500,000"
157,U128,PROYECTOS DE DESARROLLO REGIONAL,8,CHIHUAHUA,39,LÓPEZ,"CONSTRUCCIÓN DE TECHUMBRE PARA CANCHAS DE USOS MÚLTIPLES EN LA ESCUELA PRIMARIA BENITO JUÁREZ CON CLAVE CCT08DPR0278A EN LA COMUNIDAD DE SANTA ANA EN EL MUNICIPIO DE LÓPEZ, CHIHUAHUA","1,100,000"
158,U128,PROYECTOS DE DESARROLLO REGIONAL,8,CHIHUAHUA,39,LÓPEZ,"REMODELACIÓN DE GIMNASIO AUDITORIO, PERTENECIENTE AL MUNICIPIO DE LÓPEZ EN CABECERA MUNICIPAL, CHIHUAHUA","4,000,000"
159,U128,PROYECTOS DE DESARROLLO REGIONAL,8,CHIHUAHUA,39,LÓPEZ,"CONSTRUCCIÓN Y REMODELACION DE ESPACIOS PÚBLICOS EN LA COMUNIDAD DE SALÁICES DEL MUNICIPIO DE LÓPEZ, CHIHUAHUA","1,200,000"
160,U128,PROYECTOS DE DESARROLLO REGIONAL,8,CHIHUAHUA,39,LÓPEZ,"CONSTRUCCIÓN DE PUENTE VEHICULAR CORRALES EN CABECERA MUNICIPAL, MUNICIPIO DE LÓPEZ, CHIHUAHUA","6,000,000"
161,U128,PROYECTOS DE DESARROLLO REGIONAL,8,CHIHUAHUA,42,MANUEL BENAVIDES,"MODERNIZACIÓN DE SISTEMA AGUA POTABLE, INCLUYE SUSTITUCIÓN DE LINEAS OBSOLETAS, SECTORIZACIÓN Y EFICIENTACIÓN DE SISTEMA EN CABECERA MUNICIPAL, MANUEL BENAVIDES, CHIHUAHUA","5,000,000"
162,U128,PROYECTOS DE DESARROLLO REGIONAL,8,CHIHUAHUA,42,MANUEL BENAVIDES,"CONSTRUCCIÓN DE CANCHA DE FUTBOL RÁPIDO, CON GRADAS Y TECHUMBRE EN LA CABECERA MUNICIPAL, MUNICIPIO MANUEL BENAVIDES, CHIHUAHUA","3,000,000"
163,U128,PROYECTOS DE DESARROLLO REGIONAL,8,CHIHUAHUA,42,MANUEL BENAVIDES,"CONSTRUCCIÓN DE AULA LABORATORIO DE COMPUTO, EN LA CABECERA MUNICIPAL, MUNICIPIO DE MANUEL BENAVIDES, CHIHUAHUA","1,000,000"
164,U128,PROYECTOS DE DESARROLLO REGIONAL,8,CHIHUAHUA,42,MANUEL BENAVIDES,"CONSTRUCCIÓN DE PUENTE VADO DE VIRGEN DE GUADALUPE, EN LA CABECERA MUNICIPAL, MUNICIPIO DE MANUEL BENAVIDES, CHIHUAHUA","1,500,000"
165,U128,PROYECTOS DE DESARROLLO REGIONAL,8,CHIHUAHUA,42,MANUEL BENAVIDES,"CONSTRUCCIÓN DE PUENTE VADO LA AGÜITA, EN LA CABECERA MUNICIPAL, MUNICIPIO DE MANUEL BENAVIDES, CHIHUAHUA","1,500,000"
166,U128,PROYECTOS DE DESARROLLO REGIONAL,8,CHIHUAHUA,42,MANUEL BENAVIDES,"INFAESTRUCTURA URBANA CENTRO HISTÓRICO, INCLUYE PAVIMENTACIÓN CON CONCRETO HIDRÁULICO DE CALLES ALEDAÑAS, INSTALACIÓN DE MOBILIARIO URBANO Y ALUMBRADO PÚBLICO EN LA CABECERA MUNICIPAL DE MANUEL BENAVIDES, CHIHUAHUA","3,960,000"
167,U128,PROYECTOS DE DESARROLLO REGIONAL,8,CHIHUAHUA,42,MANUEL BENAVIDES,"CONSTRUCCIÓN DE PARQUE RECREATIVO CON GIMNASIO AIRE LIBRE EN ÁLAMOS DE SAN ANTONIO, MUNICIPIO DE MANUEL BENAVIDES, CHIHUAHUA","2,000,000"
168,U128,PROYECTOS DE DESARROLLO REGIONAL,8,CHIHUAHUA,42,MANUEL BENAVIDES,"CONSTRUCCIÓN DE PARQUE RECREATIVO CON GIMNASIO AIRE LIBRE EN PASO DE SAN ANTONIO, MUNICIPIO DE MANUEL BENAVIDES, CHIHUAHUA","2,000,000"
169,U128,PROYECTOS DE DESARROLLO REGIONAL,8,CHIHUAHUA,19,CHIHUAHUA,"CONSTRUCCIÓN DE UNA BIBLIOTECA PARA ESCUELA SECUNDARIA Y PREPARATORIA ESTATAL POR COOP # 8304 – 8417 “2 DE OCTUBRE” CON CLAVES 08SES0017K Y 08SBC2166H, CON DOMICILIO EN LA CALLE CUARTA Y MÁRTIRES DE CHICAGO EN LA CIUDAD DE CHIHUAHUA, CHIHUAHUA","2,500,000"
170,U128,PROYECTOS DE DESARROLLO REGIONAL,8,CHIHUAHUA,19,CHIHUAHUA,"CONSTRUCCIÓN DE PUENTE VEHICULAR EN LA CALLE PUNTA LA ANGUSTURA ENTRE LAS CALLES AVE. CENTRAL Y AVE. ALAMAX, PARALELO A LA CALLE PASEOS DEL SOL EN LA COLONIA PUNTA ORIENTE DEL MUNICIPIO CHIHUAHUA, CHIHUAHUA","4,000,000"
171,U128,PROYECTOS DE DESARROLLO REGIONAL,8,CHIHUAHUA,19,CHIHUAHUA,"COLOCACIÓN DE ALUMBRADO PÚBLICO COLONIA GRANJAS MEZQUITE SUR, CALLE TORO ENTRE CALLE 60 Y 68 EN EL MUNICIPIO DE CHIHUAHUA, CHIHUAHUA","200,000"
172,U128,PROYECTOS DE DESARROLLO REGIONAL,8,CHIHUAHUA,19,CHIHUAHUA,"COLOCACIÓN DE ALUMBRADO PÚBLICO EN COLONIA 20 ANIVERSARIO, CALLE PLAN DE AYALA Y CALLE NUEVO TRIUNFO EN CHIHUAHUA, CHIHUAHUA","200,000"
173,U128,PROYECTOS DE DESARROLLO REGIONAL,8,CHIHUAHUA,19,CHIHUAHUA,"COLOCACIÓN DE ALUMBRADO PÚBLICO EN COLONIA 2 DE OCTUBRE Y VISTA AVALOS, VARIAS CALLES EN CHIHUAHUA, CHIHUAHUA","800,000"
174,U128,PROYECTOS DE DESARROLLO REGIONAL,8,CHIHUAHUA,19,CHIHUAHUA,"CONSTRUCCIÓN DE RED DE DISTRIBUCIÓN DE AGUA POTABLE CON TUBERÍAS DE 10"" A 3"" DE DIÁMETRO, VARIAS COLONIAS Y CALLES EN EL MUNICIPIO DE CHIHUAHUA, CHIHUAHUA","12,000,000"
175,U128,PROYECTOS DE DESARROLLO REGIONAL,8,CHIHUAHUA,37,JUÁREZ,"CONSTRUCCIÓN DE COMPLEJO DEPORTIVO COMUNITARIO “MÉXICO 68” (GIMNASIO, CENTRO COMUNITARIO, PARQUE TEMÁTICO) EN LA CALLE TZETSALES Y CALLE PIMAS DEL MUNICIPIO DE JUÁREZ, CHIHUAHUA","20,000,000"
176,U128,PROYECTOS DE DESARROLLO REGIONAL,20,OAXACA,397,HEROICA CIUDAD DE TLAXIACO,"CONSTRUCCIÓN DEL CENTRO CULTURAL ""PARÍS CHIQUITO"" EN LA HEROICA CIUDAD DE TLAXIACO, OAXACA","4,000,000"
177,U128,PROYECTOS DE DESARROLLO REGIONAL,20,OAXACA,469,SANTIAGO JUXTLAHUACA,"CONSTRUCCIÓN DE UNIDAD DEPORTIVA ""SANTO DOMINGO DE GUZMÁN"" EN EL BARRIO SANTO DOMINGO DE SANTIAGO JUXTLAHUACA, OAXACA","4,000,000"
178,U128,PROYECTOS DE DESARROLLO REGIONAL,26,SONORA,999,COBERTURA ESTATAL,PROYECTO EÓLICO EN EL ESTADO DE SONORA,"50,000,000"
179,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,69,LA PIEDAD,"PAVIMENTACIÓN EN CONCRETO HIDRÁULICO DE LA CALLE PROLONGACIÓN HIDALGO DEL PARQUE ""LÁZARO CÁRDENAS - LA PLACA"" AL ACCESO DE LA COMUNIDAD DEL CUITZILLO, EN LA COLONIA BANQUETES, EN MICHOACÁN DE OCAMPO","5,000,000"
180,U128,PROYECTOS DE DESARROLLO REGIONAL,20,OAXACA,4,ASUNCIÓN CUYOTEPEJI,"CONSTRUCCIÓN DE UNIDAD DEPORTIVA , EN ASUNCIÓN CUYOTEPEJI, OAXACA","1,500,000"
181,U128,PROYECTOS DE DESARROLLO REGIONAL,20,OAXACA,208,SAN JUAN MIXTEPEC,"CONSTRUCCIÓN DE UNIDAD DEPORTIVA, EN SAN JUAN MIXTEPEC DISTRITO 26, OAXACA","2,000,000"
182,U128,PROYECTOS DE DESARROLLO REGIONAL,20,OAXACA,361,SANTA CATALINA QUIERÍ,"CONSTRUCCIÓN DE UNIDAD DEPORTIVA, EN SANTA CATALINA QUIERÍ, OAXACA","1,500,000"
183,U128,PROYECTOS DE DESARROLLO REGIONAL,20,OAXACA,74,SANTA CATARINA QUIOQUITANI,"CONSTRUCCIÓN DE CASA DE LA CULTURA, EN SANTA CATARINA QUIOQUITANI, OAXACA","2,000,000"
184,U128,PROYECTOS DE DESARROLLO REGIONAL,20,OAXACA,298,SAN PABLO VILLA DE MITLA,"PAVIMENTACION DE LA CALLE PEÑASCO Y PROLONGACION 16 DE SEPTIEMBRE , EN SAN PABLO VILLA DE MITLA, OAXACA","2,000,000"
185,U128,PROYECTOS DE DESARROLLO REGIONAL,20,OAXACA,6,ASUNCIÓN NOCHIXTLÁN,"AMPLIACIÓN DE UNIDAD DEPORTIVA, EN ASUNCIÓN NOCHIXTLÁN, OAXACA","1,500,000"
186,U128,PROYECTOS DE DESARROLLO REGIONAL,20,OAXACA,523,SANTO DOMINGO YANHUITLÁN,"CONSTRUCCIÓN DE UNIDAD DEPORTIVA, EN SANTO DOMINGO YANHUITLÁN, OAXACA","2,000,000"
187,U128,PROYECTOS DE DESARROLLO REGIONAL,20,OAXACA,136,SAN FELIPE USILA,"PAVIMENTACIÓN DE LA AVENIDA PRINCIPAL ARROYO IGUANA, EN SAN FELIPE USILA, OAXACA","1,500,000"
188,U128,PROYECTOS DE DESARROLLO REGIONAL,20,OAXACA,334,VILLA DE TUTUTEPEC DE MELCHOR OCAMPO,"PAVIMENTACIÓN DE LA CALLE NIÑOS HEROES DE LA LOCALIDAD DE SAN JOSÉ DEL PROGRESO, EN VILLA DE TUTUTEPEC DE MELCHOR OCAMPO, OAXACA","1,500,000"
189,U128,PROYECTOS DE DESARROLLO REGIONAL,20,OAXACA,412,SANTA MARÍA GUIENAGATI,"PAVIMENTACIÓN DE LA CALLE SAN PABLO, EN SANTA MARÍA GUIENAGATI, OAXACA","1,500,000"
190,U128,PROYECTOS DE DESARROLLO REGIONAL,20,OAXACA,505,SANTO DOMINGO INGENIO,"PAVIMENTACIÓN DE LA CALLE FRANCISCO I. MADERO, EN SANTO DOMINGO INGENIO, OAXACA","1,500,000"
191,U128,PROYECTOS DE DESARROLLO REGIONAL,20,OAXACA,87,SAN AGUSTÍN YATARENI,"PAVIMENTACIÓN DE LA CALLE PROLONGACION DE LIBERTAD, EN SAN AGUSTÍN YATARENI, OAXACA","1,500,000"
192,U128,PROYECTOS DE DESARROLLO REGIONAL,20,OAXACA,125,SAN CARLOS YAUTEPEC,"PAVIMENTACIÓN DE LA CALLE PRINCIPAL DOMICILIO CONOCIDO EN LA LOCALIDAD DE SAN MIGUEL CHONGOS , EN SAN CARLOS YAUTEPEC, OAXACA","1,000,000"
193,U128,PROYECTOS DE DESARROLLO REGIONAL,20,OAXACA,125,SAN CARLOS YAUTEPEC,"PAVIMENTACIÓN DE LA CALLE PRINCIPAL DOMICILIO CONOCIDO EN LA LOCALIDAD DE SAN LUCAS IXCOTEPEC, EN SAN CARLOS YAUTEPEC, OAXACA","1,000,000"
194,U128,PROYECTOS DE DESARROLLO REGIONAL,20,OAXACA,125,SAN CARLOS YAUTEPEC,"PAVIMENTACIÓN DE LA CALLE PRINCIPAL DOMICILIO CONOCIDO EN LA LOCALIDAD DE SAN PEDRO TEPALCATEPEC, EN SAN CARLOS YAUTEPEC, OAXACA","1,000,000"
