Número de proyecto,Clave del programa,Fondo,Clave de la entidad federativa,Entidad Federativa,Clave del municipio,Nombre del municipio,Nombre del proyecto,Monto aprobado,Pagado,
87,U128,PROYECTOS DE DESARROLLO REGIONAL,1,AGUASCALIENTES,8,SAN JOSÉ DE GRACIA,"CONSTRUCCIÓN DE EMPEDRADO CON RODERAS, RED DE AGUA POTABLE Y RED DE ALCANTARILLADO, CALLE JACINTO DE CASTRO, EN EL MUNICIPIO DE SAN JOSÉ DE GRACIA, EN EL ESTADO DE AGUASCALIENTES","2,237,017.00", -   ,
88,U128,PROYECTOS DE DESARROLLO REGIONAL,1,AGUASCALIENTES,8,SAN JOSÉ DE GRACIA,"CONSTRUCCIÓN DE EMPEDRADO CON RODERAS, RED DE AGUA Y RED DE ALCANTARILLADO, CALLE NICOLÁS DE LOS REYES, CABECERA MUNICIPAL, EN EL MUNICIPIO DE SAN JOSÉ DE GRACIA, EN EL ESTADO DE AGUASCALIENTES","2,137,645.00", -   ,
89,U128,PROYECTOS DE DESARROLLO REGIONAL,1,AGUASCALIENTES,8,SAN JOSÉ DE GRACIA,"CONSTRUCCIÓN DE EMPEDRADO CON RODERAS, RED DE AGUA Y RED DE ALCANTARILLADO, CALLE RAFAEL GONZÁLEZ GUERRA, SAN JOSÉ DE GRACIA, AGUASCALIENTES.","4,038,615.00", -   ,
90,U128,PROYECTOS DE DESARROLLO REGIONAL,15,MÉXICO,21,COATEPEC HARINAS,"CONSTRUCCIÓN DE ESCUELA PRIMARIA EN EL BARRIO PRIMERA DE ZACANGUILLO, EN EL MUNICIPIO DE COATEPEC HARINAS, EN EL ESTADO DE MÉXICO","14,000,000.00", -   ,
91,U128,PROYECTOS DE DESARROLLO REGIONAL,27,TABASCO,4,CENTRO,"CONSTRUCCIÓN DE GUARNICIONES, BANQUETAS Y PAVIMENTACIÓN DE CONCRETO HIDRÁULICO EN LA CALLE PERIODISTAS TABASQUEÑOS, MUNICIPIO DE CENTRO, TABASCO","1,586,518.00", -   ,
92,U128,PROYECTOS DE DESARROLLO REGIONAL,20,OAXACA,79,SALINA CRUZ,"CONSTRUCCIÓN DE INFRAESTRUCTURA VIAL EN AV. CAMPO AÉREO , EN EL MUNICIPIO DE SALINA CRUZ, EN EL ESTADO DE OAXACA","4,410,000.00", -   ,
93,U128,PROYECTOS DE DESARROLLO REGIONAL,20,OAXACA,5,ASUNCIÓN IXTALTEPEC,"CONSTRUCCIÓN DE INFRAESTRUCTURA VIAL EN EL MUNICIPIO DE ASUNCIÓN IXTALTEPEC, OAXACA","9,490,000.00", -   ,
94,U128,PROYECTOS DE DESARROLLO REGIONAL,20,OAXACA,14,CIUDAD IXTEPEC,"CONSTRUCCIÓN DE INFRAESTRUCTURA VIAL EN EL MUNICIPIO DE CIUDAD IXTEPEC, OAXACA.","2,225,000.00", -   ,
95,U128,PROYECTOS DE DESARROLLO REGIONAL,20,OAXACA,124,SAN BLAS ATEMPA,"CONSTRUCCIÓN DE INFRAESTRUCTURA VIAL EN EL MUNICIPIO DE SAN BLAS ATEMPA, OAXACA","8,725,000.00", -   ,
96,U128,PROYECTOS DE DESARROLLO REGIONAL,20,OAXACA,124,SAN BLAS ATEMPA,"CONSTRUCCIÓN DE INFRAESTRUCTURA VIAL EN SAN BLAS ATEMPA, OAXACA","4,025,000.00", -   ,
97,U128,PROYECTOS DE DESARROLLO REGIONAL,14,JALISCO,97,TLAJOMULCO DE ZÚÑIGA,"CONSTRUCCIÓN DE LA CALLE JESÚS AGUILAR, MUNICIPIO DE TLAJOMULCO DE ZÚÑIGA, JALISCO.","9,465,473.00", -   ,
98,U128,PROYECTOS DE DESARROLLO REGIONAL,25,SINALOA,9999,COBERTURA ESTATAL,"CONSTRUCCIÓN DE LA CARRETERA, TRAMO CAMINO CIÉNEGA DE CASAL-SAN JOAQUÍN –EL MEZQUITE-EL OPOCHI, EN LOS MUNICIPIOS DE SALVADOR ALVARADO Y SINALOA DE LEYVA, EN EL ESTADO DE SINALOA","138,500,000.00", -   ,
99,U128,PROYECTOS DE DESARROLLO REGIONAL,14,JALISCO,98,SAN PEDRO TLAQUEPAQUE,"CONSTRUCCIÓN DE LA RED DE CICLOPISTAS Y ANDADOR PEATONAL EN EL MUNICIPIO DE SAN PEDRO TLAQUEPAQUE, JALISCO","5,000,000.00", -   ,
100,U128,PROYECTOS DE DESARROLLO REGIONAL,15,MÉXICO,107,TONATICO,"CONSTRUCCIÓN DE LA SEGUNDA ETAPA DE LA CARRETERA ZUMPAHUACÁN-TONATICO, EN EL MUNICIPIO DE TONATICO, EN EL ESTADO DE MÉXICO","10,000,000.00", -   ,
101,U128,PROYECTOS DE DESARROLLO REGIONAL,14,JALISCO,120,ZAPOPAN,"CONSTRUCCIÓN DE LA VIALIDAD CON CONCRETO HIDRÁULICO DE LA AV. RAMÓN CORONA, INCLUYE: GUARNICIONES, BANQUETAS, RED DE AGUA POTABLE, ALCANTARILLADO, ALUMBRADO PÚBLICO Y FORESTACIÓN, MUNICIPIO DE ZAPOPAN, JALISCO","33,120,000.00", -   ,
102,U128,PROYECTOS DE DESARROLLO REGIONAL,14,JALISCO,50,JOCOTEPEC,"CONSTRUCCIÓN DE LOZA DE CONCRETO HIDRÁULICO Y REHABILITACIÓN DE PUENTE VEHICULAR EN CALLE VICENTE GUERRERO EN EL MUNICIPIO DE JOCOTEPEC, JALISCO","4,000,000.00", -   ,
103,U128,PROYECTOS DE DESARROLLO REGIONAL,17,MORELOS,22,TETELA DEL VOLCÁN,"CONSTRUCCIÓN DE MURO DE CONTENCIÓN EN BARRANCA EN AV. TETELA DEL VOLCAN, EN EL MUNICIPIO DE TETELA DEL VOLCÁN, EN EL ESTADO DE MORELOS","596,942.00", -   ,
104,U128,PROYECTOS DE DESARROLLO REGIONAL,1,AGUASCALIENTES,2,ASIENTOS,"CONSTRUCCIÓN DE PAVIMENTO ASFALTICO, COMUNIDAD DE SAN RAFAEL DE OCAMPO, ASIENTOS, AGUASCALIENTES","3,292,098.00", -   ,
105,U128,PROYECTOS DE DESARROLLO REGIONAL,27,TABASCO,17,TENOSIQUE,"CONSTRUCCIÓN DE PAVIMENTO CON CONCRETO HIDRÁULICO EN LA AV. CONSTITUCIÓN CON CALLE 26, EN EL MUNICIPIO DE TENOSIQUE, EN EL ESTADO DE TABASCO","4,700,000.00", -   ,
106,U128,PROYECTOS DE DESARROLLO REGIONAL,20,OAXACA,10,EL BARRIO DE LA SOLEDAD,"CONSTRUCCION DE PAVIMENTO CON CONCRETO HIDRAULICO DE LA CALLE 16 DE SEPTIEMBRE COLONIA PROGRESO, EN EL MUNICIPIO DE EL BARRIO DE LA SOLEDAD, EN EL ESTADO DE OAXACA","1,175,000.00", -   ,
107,U128,PROYECTOS DE DESARROLLO REGIONAL,20,OAXACA,53,MAGDALENA TLACOTEPEC,"CONSTRUCCION DE PAVIMENTO CON CONCRETO HIDRAULICO DE LA CALLE GUELA BUPU EN LA LOCALIDAD DE MAGDALENA TLACOTEPEC, EN EL MUNICIPIO DE MAGDALENA TLACOTEPEC, EN EL ESTADO DE OAXACA","701,050.00", -   ,
108,U128,PROYECTOS DE DESARROLLO REGIONAL,21,PUEBLA,100,NAUPAN,"CONSTRUCCIÓN DE PAVIMENTO CON CONCRETO HIDRÁULICO DE LA CALLE VICENTE GUERRERO, NAUPÁN, EN EL MUNICIPIO DE NAUPAN, EN EL ESTADO DE PUEBLA","536,832.00", -   ,
109,U128,PROYECTOS DE DESARROLLO REGIONAL,27,TABASCO,17,TENOSIQUE,"CONSTRUCCIÓN DE PAVIMENTO CONCRETO HIDRÁULICO, BANQUETAS Y GUARNICIONES EN LA CALLE 20, COLONIA PUEBLO NUEVO, EN EL MUNICIPIO DE TENOSIQUE, EN EL ESTADO DE TABASCO","1,000,000.00", -   ,
110,U128,PROYECTOS DE DESARROLLO REGIONAL,27,TABASCO,17,TENOSIQUE,"CONSTRUCCIÓN DE PAVIMENTO CON CONCRETO HIDRÁULICO, BANQUETAS Y GUARNICIONES EN LA CALLE MARINA MUNICIPIO DE TENOSIQUE, TABASCO","1,836,767.00", -   ,
111,U128,PROYECTOS DE DESARROLLO REGIONAL,27,TABASCO,17,TENOSIQUE,"CONSTRUCCIÓN DE PAVIMENTO CON CONCRETO HIDRÁULICO. BANQUETAS Y GUARNICIONES EN LA CALLE 26, EN EL MUNICIPIO DE TENOSIQUE, EN EL ESTADO DE TABASCO","5,300,000.00", -   ,
112,U128,PROYECTOS DE DESARROLLO REGIONAL,21,PUEBLA,206,ZACAPALA,"CONSTRUCCIÓN DE PAVIMENTO DE CONCRETO HIDRÁULICO EN CALLE TENOCHTITLAN, EN EL MUNICIPIO DE ZACAPALA, EN EL ESTADO DE PUEBLA","1,104,220.00", -   ,
113,U128,PROYECTOS DE DESARROLLO REGIONAL,20,OAXACA,67,OAXACA DE JUÁREZ,"CONSTRUCCION DE PAVIMENTO DE CONCRETO HIDRAULICO EN LA CALLE ANGEL MENDEZ, MUNICIPIO DE OAXACA DE JUÁREZ","876,789.00", -   ,
114,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,45,JIQUILPAN,"CONSTRUCCIÓN DE PAVIMENTO DE CONCRETO HIDRÁULICO EN LA CALLE NETZAHUALCÓYOTL, TRAMO DE ARÁMBULO A AMADEO BETANCOURT, EN EL MUNICIPIO DE JIQUILPAN, EN EL ESTADO DE MICHOACÁN","6,349,169.00", -   ,
115,U128,PROYECTOS DE DESARROLLO REGIONAL,27,TABASCO,4,CENTRO,"CONSTRUCCIÓN DE PAVIMENTO DE CONCRETO HIDRÁULICO, CALLE OSCAR ASCENCIO, MUNICIPIO DE CENTRO, TABASCO","1,586,005.00", -   ,
116,U128,PROYECTOS DE DESARROLLO REGIONAL,29,TLAXCALA,53,SAN JUAN HUACTZINCO,"CONSTRUCCIÓN DE PAVIMENTO EN ADOQUÍN EN CALLE EMILIO SÁNCHEZ PIEDRAS, EN EL MUNICIPIO DE SAN JUAN HUACTZINCO, TLAXCALA","3,302,696.00"," 1,306,546.50 ",
117,U128,PROYECTOS DE DESARROLLO REGIONAL,17,MORELOS,8,EMILIANO ZAPATA,"CONSTRUCCIÓN DE PAVIMENTO EN LA CALLE LAS FLORES DE LA COLONIA EL ÓRGANO, EN EL MUNICIPIO DE EMILIANO ZAPATA, EN EL ESTADO DE MORELOS","1,130,000.00", -   ,
118,U128,PROYECTOS DE DESARROLLO REGIONAL,21,PUEBLA,57,HONEY,"CONSTRUCCIÓN DE PAVIMENTO HIDRÁULICO EN LA CALLE PRINCIPAL LOC. LA MAGDALENA, EN EL MUNICIPIO DE HONEY, EN EL ESTADO DE PUEBLA","1,988,245.00", -   ,
119,U128,PROYECTOS DE DESARROLLO REGIONAL,27,TABASCO,4,CENTRO,"CONSTRUCCIÓN DE PAVIMENTO HIDRÁULICO GUARNICIONES Y BANQUETAS EN EL MUNICIPIO DE CENTRO, TABASCO","2,531,584.00", -   ,
120,U128,PROYECTOS DE DESARROLLO REGIONAL,14,JALISCO,108,TUXPAN,"CONSTRUCCIÓN DE PAVIMENTO HIDRÁULICO Y BANQUETAS EN AVENIDA FERROCARRIL, EN EL MUNICIPIO DE TUXPAN, EN EL ESTADO DE JALISCO","5,782,122.00", -   ,
121,U128,PROYECTOS DE DESARROLLO REGIONAL,14,JALISCO,108,TUXPAN,"CONSTRUCCIÓN DE PAVIMENTO HIDRÁULICO Y BANQUETAS EN AVENIDA FERROCARRIL, EN EL MUNICIPIO DE TUXPAN, EN EL ESTADO DE JALISCO","2,029,997.00", -   ,
122,U128,PROYECTOS DE DESARROLLO REGIONAL,14,JALISCO,108,TUXPAN,"CONSTRUCCIÓN DE PAVIMENTO HIDRÁULICO Y BANQUETAS EN CALLE 26 DE AGOSTO DE LA COLONIA TALPITA, EN EL MUNICIPIO DE TUXPAN, EN EL ESTADO DE JALISCO","9,506,907.00", -   ,
123,U128,PROYECTOS DE DESARROLLO REGIONAL,14,JALISCO,108,TUXPAN,"CONSTRUCCIÓN DE PAVIMENTO HIDRÁULICO Y BANQUETAS EN CALLE ÁNGEL CENICERO, EN EL MUNICIPIO DE TUXPAN, EN EL ESTADO DE JALISCO","3,195,835.00", -   ,
124,U128,PROYECTOS DE DESARROLLO REGIONAL,14,JALISCO,108,TUXPAN,"CONSTRUCCIÓN DE PAVIMENTO HIDRÁULICO Y BANQUETAS EN CALLE BENEMÉRITO DE LAS AMÉRICAS, EN EL MUNICIPIO DE TUXPAN, EN EL ESTADO DE JALISCO","1,634,163.00", -   ,
125,U128,PROYECTOS DE DESARROLLO REGIONAL,14,JALISCO,108,TUXPAN,"CONSTRUCCIÓN DE PAVIMENTO HIDRÁULICO Y BANQUETAS EN CALLE CAMPESINO DE LA COLONIA JUÁREZ, EN EL MUNICIPIO DE TUXPAN, EN EL ESTADO DE JALISCO","2,418,219.00", -   ,
126,U128,PROYECTOS DE DESARROLLO REGIONAL,14,JALISCO,108,TUXPAN,"CONSTRUCCIÓN DE PAVIMENTO HIDRÁULICO Y BANQUETAS EN CALLE GALEANA, EN EL MUNICIPIO DE TUXPAN, EN EL ESTADO DE JALISCO","1,210,729.00", -   ,
127,U128,PROYECTOS DE DESARROLLO REGIONAL,14,JALISCO,108,TUXPAN,"CONSTRUCCIÓN DE PAVIMENTO HIDRÁULICO Y BANQUETAS EN CALLE GUILLERMO PRIETO, EN EL MUNICIPIO DE TUXPAN, EN EL ESTADO DE JALISCO","2,422,248.00", -   ,
128,U128,PROYECTOS DE DESARROLLO REGIONAL,14,JALISCO,108,TUXPAN,"CONSTRUCCIÓN DE PAVIMENTO HIDRÁULICO Y BANQUETAS EN CALLE IGNACIO ALDAMA DE LA COLONIA TALPITA, EN EL MUNICIPIO DE TUXPAN, EN EL ESTADO DE JALISCO","4,210,666.00", -   ,
129,U128,PROYECTOS DE DESARROLLO REGIONAL,14,JALISCO,108,TUXPAN,"CONSTRUCCIÓN DE PAVIMENTO HIDRÁULICO Y BANQUETAS EN CALLE JOSÉ MARÍA IGLESIAS, EN EL MUNICIPIO DE TUXPAN, EN EL ESTADO DE JALISCO","2,427,771.00", -   ,
130,U128,PROYECTOS DE DESARROLLO REGIONAL,14,JALISCO,108,TUXPAN,"CONSTRUCCIÓN DE PAVIMENTO HIDRÁULICO Y BANQUETAS EN CALLE LEYES DE REFORMA, EN EL MUNICIPIO DE TUXPAN, EN EL ESTADO DE JALISCO","1,296,939.00", -   ,
131,U128,PROYECTOS DE DESARROLLO REGIONAL,14,JALISCO,108,TUXPAN,"CONSTRUCCIÓN DE PAVIMENTO HIDRÁULICO Y BANQUETAS EN CALLE MELCHOR OCAMPO, EN EL MUNICIPIO DE TUXPAN, EN EL ESTADO DE JALISCO","2,387,222.00", -   ,
132,U128,PROYECTOS DE DESARROLLO REGIONAL,14,JALISCO,108,TUXPAN,"CONSTRUCCIÓN DE PAVIMENTO HIDRÁULICO, RED DE AGUA POTABLE Y DRENAJE, EN CALLE SALVADOR ESQUER DE TUXPAN, EN EL MUNICIPIO DE TUXPAN, EN EL ESTADO DE JALISCO","1,451,710.00", -   ,
133,U128,PROYECTOS DE DESARROLLO REGIONAL,14,JALISCO,108,TUXPAN,"CONSTRUCCIÓN DE PAVIMENTO HIDRÁULICO, RED DE AGUA POTABLE Y DRENAJE, EN PRIVADA JOSEFINA RÍOS, EN EL MUNICIPIO DE TUXPAN, EN EL ESTADO DE JALISCO","818,045.00", -   ,
134,U128,PROYECTOS DE DESARROLLO REGIONAL,27,TABASCO,2,CÁRDENAS,"CONSTRUCCIÓN DE PAVIMENTO, GUARNICIONES, BANQUETA, DRENAJE Y AGUA POTABLE EN LA CALLE PROLONGACIÓN SANTOS DEGOLLADO, EN EL MUNICIPIO DE CÁRDENAS, EN EL ESTADO DE TABASCO","5,000,000.00", -   ,
135,U128,PROYECTOS DE DESARROLLO REGIONAL,27,TABASCO,2,CÁRDENAS,"CONSTRUCCIÓN DE PAVIMENTO, GUARNICIONES, BANQUETAS, DRENAJE Y AGUA POTABLE EN CALLES DE LA COLONIA SECCIÓN 40, EN EL MUNICIPIO DE CÁRDENAS, EN EL ESTADO DE TABASCO","4,500,000.00", -   ,
136,U128,PROYECTOS DE DESARROLLO REGIONAL,27,TABASCO,10,JALPA DE MÉNDEZ,"CONSTRUCCIÓN DE PAVIMENTO, GUARNICIONES, BANQUETAS, DRENAJE, AGUA POTABLE Y ALUMBRADO PUBLICO EN AVENIDA GUADALUPE VICTORIA, EN EL MUNICIPIO DE JALPA DE MÉNDEZ, EN EL ESTADO DE TABASCO","18,000,000.00", -   ,
137,U128,PROYECTOS DE DESARROLLO REGIONAL,27,TABASCO,2,CÁRDENAS,"CONSTRUCCIÓN DE PAVIMENTO, GUARNICIONES, BAQUETAS, DRENAJE Y AGUA POTABLE EN CALLE PROFA. ROSARIO GIL, EN EL MUNICIPIO DE CÁRDENAS, TABASCO","2,500,000.00", -   ,
138,U128,PROYECTOS DE DESARROLLO REGIONAL,27,TABASCO,14,PARAÍSO,"CONSTRUCCIÓN DE PUENTE DE CONCRETO UBICADO SOBRE LA CALLE MANUEL DOBLADO, COLONIA CENTRO DEL MUNICIPIO DE PARAÍSO TABASCO","25,000,000.00", -   ,
139,U128,PROYECTOS DE DESARROLLO REGIONAL,27,TABASCO,4,CENTRO,"CONSTRUCCIÓN DE PUENTE DE LA PROLONGACIÓN PASEO USUMACINTA A LA CARRETERA FEDERAL VILLAHERMOSA - CARDENAS, EN EL MUNICIPIO DE CENTRO, TABASCO","36,750,000.00", -   ,
140,U128,PROYECTOS DE DESARROLLO REGIONAL,8,CHIHUAHUA,31,GUERRERO,"CONSTRUCCIÓN DE PUENTE SOBRE EL RIO BILAGUCHI EN LOCALIDAD DE AGUA CALIENTE, EN EL MUNICIPIO DE GUERRERO, EN EL ESTADO DE CHIHUAHUA","4,840,000.00", -   ,
141,U128,PROYECTOS DE DESARROLLO REGIONAL,18,NAYARIT,20,BAHÍA DE BANDERAS,"CONSTRUCCIÓN DE PUENTE VADO EN EL RÍO AMECA, EN EL MUNICIPIO DE BAHÍA DE BANDERAS, EN EL ESTADO DE NAYARIT","7,539,084.00", -   ,
142,U128,PROYECTOS DE DESARROLLO REGIONAL,15,MÉXICO,42,IXTLAHUACA,"CONSTRUCCIÓN DE PUENTE VEHICULAR SOBRE EL RÍO LERMA EN LA COMUNIDAD DE JALPA DE DOLORES, EN EL MUNICIPIO DE IXTLAHUACA, EN EL ESTADO DE MÉXICO","17,000,000.00", -   ,
143,U128,PROYECTOS DE DESARROLLO REGIONAL,29,TLAXCALA,6,CALPULALPAN,"CONSTRUCCIÓN DE PUENTE VEHICULAR, EN EL MUNICIPIO DE CALPULALPAN, TLAXCALA","3,580,640.00"," 1,416,501.20 ",
144,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,53,MORELIA,"CONSTRUCCIÓN DE TÚNEL DEL CENTRO HISTÓRICO, EN EL MUNICIPIO DE MORELIA, MICHOACÁN","40,000,000.00", -   ,
145,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,53,MORELIA,"CONSTRUCCIÓN DE VÍA RÁPIDA LIBRAMIENTO CENTRAL, EN EL MUNICIPIO DE MORELIA, MICHOACÁN","60,000,000.00", -   ,
146,U128,PROYECTOS DE DESARROLLO REGIONAL,14,JALISCO,120,ZAPOPAN,"CONSTRUCCIÓN DE VIALIDADES CON CONCRETO HIDRÁULICO, GUARNICIONES, BANQUETAS, RED DE AGUA POTABLE, ALCANTARILLADO Y ALUMBRADO PÚBLICO, EN EL MUNICIPIO DE ZAPOPAN, JALISCO","40,050,000.00", -   ,
147,U128,PROYECTOS DE DESARROLLO REGIONAL,28,TAMAULIPAS,22,MATAMOROS,"CONSTRUCCIÓN DE VIALIDADES INTERNAS EN EL RECINTO PORTUARIO DEL PUERTO MATAMOROS, EN EL MUNICIPIO DE MATAMOROS, EN EL ESTADO DE TAMAULIPAS","80,736,842.00", -   ,
148,U128,PROYECTOS DE DESARROLLO REGIONAL,15,MÉXICO,11,ATENCO,"CONSTRUCCIÓN DEL CIRCUITO VIAL SANTA ROSA, EN EL MUNICIPIO DE ATENCO, EN EL ESTADO DE MÉXICO","12,000,000.00", -   ,
149,U128,PROYECTOS DE DESARROLLO REGIONAL,15,MÉXICO,104,TLALNEPANTLA DE BAZ,"CONSTRUCCIÓN DEL DISTRIBUIDOR VIAL ""EL RISCO"", EN EL MUNICIPIO DE TLALNEPANTLA DE BAZ, EN EL ESTADO DE MÉXICO","45,000,000.00", -   ,
150,U128,PROYECTOS DE DESARROLLO REGIONAL,27,TABASCO,17,TENOSIQUE,"CONSTRUCCIÓN DEL PARQUE LINEAL AV. CONSTITUCIÓN POR CALLE 26, EN EL MUNICIPIO DE TENOSIQUE, EN EL ESTADO DE TABASCO","5,300,000.00", -   ,
151,U128,PROYECTOS DE DESARROLLO REGIONAL,20,OAXACA,14,CIUDAD IXTEPEC,"CONSTRUCCIÓN INFRAESTRUCTURA VIAL EN COL. CHEGUIGO ZAPATA, CIUDAD IXTEPEC, OAXACA.","3,025,000.00", -   ,
152,U128,PROYECTOS DE DESARROLLO REGIONAL,16,MICHOACÁN,76,SAHUAYO,"CONSTRUCCIÓN INTEGRAL DE LA CALLE BUGAMBILIAS ENTRE CALZADA REVOLUCÓN Y RANCHO DORADO, EN EL MUNICIPIO DE SAHUAYO, EN EL ESTADO DE MICHOACÁN","14,635,848.00", -   ,
153,U128,PROYECTOS DE DESARROLLO REGIONAL,3,BAJA CALIFORNIA SUR,1,COMONDÚ,"CONSTRUCCIÓN Y PAVIMENTACIÓN DE CALLE DE JESÚS GARZA MENCHACA, CD. CONSTITUCIÓN, MUNICIPIO COMONDÚ, BAJA CALIFORNIA SUR","10,000,000.00", -   ,
154,U128,PROYECTOS DE DESARROLLO REGIONAL,15,MÉXICO,9999,COBERTURA ESTATAL,"CONSTRUCCIÓN, AMPLIACIÓN Y MODERNIZACIÓN DE OBRAS PÚBLICAS EN EL ESTADO DE MÉXICO","700,000,000.00", -   ,
155,U128,PROYECTOS DE DESARROLLO REGIONAL,15,MÉXICO,9999,COBERTURA ESTATAL,"CONSTRUCCIÓN, AMPLIACIÓN, MODERNIZACIÓN, PAVIMENTACIÓN Y REHABILITACIÓN DE VIALIDADES DE COMUNICACIÓN EN EL ESTADO DE MÉXICO","300,000,000.00", -   ,
156,U128,PROYECTOS DE DESARROLLO REGIONAL,14,JALISCO,95,TEUCHITLÁN,"EMPEDRADO AHOGADO EN CEMENTO CON RENOVACIÓN DE DRENAJE Y RED DE AGUA POTABLE EN CALLE LAS FUENTES, COLONIA EL TIRON EN LA CABECERA MUNICIPAL DE TEUCHITLÁN, JALISCO","3,500,000.00", -   ,
157,U128,PROYECTOS DE DESARROLLO REGIONAL,8,CHIHUAHUA,35,JANOS,"ENCEMENTADO CON CONCRETO HIDRÁULICO EN CALLE BENITO JUÁREZ, EN EL MUNICIPIO DE JANOS, EN EL ESTADO DE CHIHUAHUA","3,201,600.00", -   ,
158,U128,PROYECTOS DE DESARROLLO REGIONAL,7,CHIAPAS,111,ZINACANTÁN,"GRANADILLA - ADOLFO LÓPEZ MATEOS, EN EL MUNICIPIO DE ZINACANTÁN, EN EL ESTADO DE CHIAPAS","5,000,000.00", -   ,
159,U128,PROYECTOS DE DESARROLLO REGIONAL,14,JALISCO,112,VALLE DE JUÁREZ,"GUARNICIONES, BANQUETAS, RENOVACIÓN DE DRENAJE Y DE RED DE AGUA POTABLE EN CALLE JUAN BOSCO EN CABECERA MUNICIPAL DE VALLE DE JUÁREZ , JALISCO","2,000,000.00", -   ,
160,U128,PROYECTOS DE DESARROLLO REGIONAL,14,JALISCO,97,TLAJOMULCO DE ZÚÑIGA,"INCORPORACIÓN VIAL DE LA AVENIDA ADOLFO LÓPEZ MATEOS A CIRCUITO SUR (CAMINO ANTIGUO), EN LA LOCALIDAD DE SAN AGUSTÍN, MUNICIPIO DE TLAJOMULCO DE ZÚÑIGA, JALISCO","5,281,054.00", -   ,
161,U128,PROYECTOS DE DESARROLLO REGIONAL,22,QUERÉTARO,18,TOLIMÁN,"INFRAESTRUCTURA VIAL EN EL MUNICIPIO DE TOLIMÁN, EN EL ESTADO DE QUERÉTARO","3,993,000.00", -   ,
162,U128,PROYECTOS DE DESARROLLO REGIONAL,20,OAXACA,325,SAN PEDRO QUIATONI,"INFRAESTRUCTURA VIAL EN EL MUNICIPIO DE SAN PEDRO QUIATONI, EN EL ESTADO DE OAXACA","242,000.00", -   ,
163,U128,PROYECTOS DE DESARROLLO REGIONAL,20,OAXACA,67,OAXACA DE JUÁREZ,INFRAESTRUCTURA ECONÓMICA EN EL MUNICIPIO DE OAXACA DE JUÁREZ,"702,240.00", -   ,
164,U128,PROYECTOS DE DESARROLLO REGIONAL,14,JALISCO,9999,COBERTURA ESTATAL,INFRAESTRUCTURA SOCIAL PARA EL ESTADO DE JALISCO,"250,000,000.00", -   ,
165,U128,PROYECTOS DE DESARROLLO REGIONAL,15,MÉXICO,85,TEMASCALCINGO,"INFRAESTRUCTURA VIAL ATLACOMULCO- EL ORO- TEMASCALCINGO, TR. E.C. (ATLACOMULCO-EL ORO)-TEMASCALCINGO., EN EL MUNICIPIO DE TEMASCALCINGO, EN EL ESTADO DE MÉXICO","35,000,000.00", -   ,
166,U128,PROYECTOS DE DESARROLLO REGIONAL,25,SINALOA,1,AHOME,"INFRAESTRUCTURA VIAL BLVD. CANUTO IBARRA; TRAMO BLVD AGUSTINA RAMÍREZ- BLVD PEDRO ANAYA, EN EL MUNICIPIO DE AHOME, EN EL ESTADO DE SINALOA","97,341,416.00", -   ,
167,U128,PROYECTOS DE DESARROLLO REGIONAL,20,OAXACA,42,IXTLÁN DE JUÁREZ,"INFRAESTRUCTURA VIAL DE IXTLÁN DE JUÁREZ, EN EL ESTADO DE OAXACA","88,000.00", -   ,
168,U128,PROYECTOS DE DESARROLLO REGIONAL,1,AGUASCALIENTES,9999,COBERTURA ESTATAL,INFRAESTRUCTURA VIAL EN EL ESTADO DE AGUASCALIENTES,"250,000,000.00", -   ,
169,U128,PROYECTOS DE DESARROLLO REGIONAL,7,CHIAPAS,9999,COBERTURA ESTATAL,INFRAESTRUCTURA VIAL EN EL ESTADO DE CHIAPAS ,"400,000,000.00", -   ,
170,U128,PROYECTOS DE DESARROLLO REGIONAL,13,HIDALGO,9999,COBERTURA ESTATAL,INFRAESTRUCTURA VIAL EN EL ESTADO DE HIDALGO,"150,000,000.00", -   ,
171,U128,PROYECTOS DE DESARROLLO REGIONAL,20,OAXACA,1,ABEJONES,"INFRAESTRUCTURA VIAL EN EL MUNICIPIO DE ABEJONES, EN EL ESTADO DE OAXACA","44,000.00", -   ,
172,U128,PROYECTOS DE DESARROLLO REGIONAL,17,MORELOS,1,AMACUZAC,"INFRAESTRUCTURA VIAL EN EL MUNICIPIO DE AMACUZAC, MORELOS.","4,000,000.00", -   ,
173,U128,PROYECTOS DE DESARROLLO REGIONAL,19,NUEVO LEÓN,6,APODACA,"INFRAESTRUCTURA VIAL EN EL MUNICIPIO DE APODACA, EN EL ESTADO DE NUEVO LEÓN","2,000,000.00", -   ,
174,U128,PROYECTOS DE DESARROLLO REGIONAL,20,OAXACA,3,ASUNCIÓN CACALOTEPEC,"INFRAESTRUCTURA VIAL EN EL MUNICIPIO DE ASUNCIÓN CACALOTEPEC, EN EL ESTADO DE OAXACA","66,000.00", -   ,
