Датум на објавување;Број раздел;Назив раздел;Сметка;Број потпрограма;Назив потпрограма;Категорија;Назив категорија;Ставка;Назив ставка;Буџет
2014-01-01T00:00:00;2006;ДИРЕКЦИЈА ЗА ЗАШТИТА НА ЛИЧНИ ПОДАТОЦИ;630;20;ЗАШТИТА НА ЛИЧНИ ПОДАТОЦИ;42;СТОКИ И УСЛУГИ;424;Поправки и тековно одржување;120000
2014-01-01T00:00:00;2006;ДИРЕКЦИЈА ЗА ЗАШТИТА НА ЛИЧНИ ПОДАТОЦИ;630;20;ЗАШТИТА НА ЛИЧНИ ПОДАТОЦИ;42;СТОКИ И УСЛУГИ;425;Договорни услуги;500000
2014-01-01T00:00:00;2006;ДИРЕКЦИЈА ЗА ЗАШТИТА НА ЛИЧНИ ПОДАТОЦИ;630;20;ЗАШТИТА НА ЛИЧНИ ПОДАТОЦИ;42;СТОКИ И УСЛУГИ;426;Други тековни расходи;350000
2014-01-01T00:00:00;2006;ДИРЕКЦИЈА ЗА ЗАШТИТА НА ЛИЧНИ ПОДАТОЦИ;631;20;ЗАШТИТА НА ЛИЧНИ ПОДАТОЦИ;42;СТОКИ И УСЛУГИ;420;Патни и дневни расходи;1200000
2014-01-01T00:00:00;2006;ДИРЕКЦИЈА ЗА ЗАШТИТА НА ЛИЧНИ ПОДАТОЦИ;631;20;ЗАШТИТА НА ЛИЧНИ ПОДАТОЦИ;42;СТОКИ И УСЛУГИ;421;Комунални услуги, греење, комуникација и транспорт;950000
2014-01-01T00:00:00;2006;ДИРЕКЦИЈА ЗА ЗАШТИТА НА ЛИЧНИ ПОДАТОЦИ;631;20;ЗАШТИТА НА ЛИЧНИ ПОДАТОЦИ;42;СТОКИ И УСЛУГИ;423;Материјали и ситен инвентар;480000
2014-01-01T00:00:00;2006;ДИРЕКЦИЈА ЗА ЗАШТИТА НА ЛИЧНИ ПОДАТОЦИ;631;20;ЗАШТИТА НА ЛИЧНИ ПОДАТОЦИ;42;СТОКИ И УСЛУГИ;424;Поправки и тековно одржување;300000
2014-01-01T00:00:00;2006;ДИРЕКЦИЈА ЗА ЗАШТИТА НА ЛИЧНИ ПОДАТОЦИ;631;20;ЗАШТИТА НА ЛИЧНИ ПОДАТОЦИ;42;СТОКИ И УСЛУГИ;425;Договорни услуги;650000
2014-01-01T00:00:00;2006;ДИРЕКЦИЈА ЗА ЗАШТИТА НА ЛИЧНИ ПОДАТОЦИ;631;20;ЗАШТИТА НА ЛИЧНИ ПОДАТОЦИ;42;СТОКИ И УСЛУГИ;426;Други тековни расходи;600000
2014-01-01T00:00:00;2006;ДИРЕКЦИЈА ЗА ЗАШТИТА НА ЛИЧНИ ПОДАТОЦИ;631;20;ЗАШТИТА НА ЛИЧНИ ПОДАТОЦИ;48;КАПИТАЛНИ РАСХОДИ;480;Купување на опрема и машини;60000
2014-01-01T00:00:00;2006;ДИРЕКЦИЈА ЗА ЗАШТИТА НА ЛИЧНИ ПОДАТОЦИ;631;20;ЗАШТИТА НА ЛИЧНИ ПОДАТОЦИ;48;КАПИТАЛНИ РАСХОДИ;485;Вложувања и нефинансиски средства;60000
2014-01-01T00:00:00;2006;ДИРЕКЦИЈА ЗА ЗАШТИТА НА ЛИЧНИ ПОДАТОЦИ;785;20;ЗАШТИТА НА ЛИЧНИ ПОДАТОЦИ;42;СТОКИ И УСЛУГИ;420;Патни и дневни расходи;430000
2014-01-01T00:00:00;2006;ДИРЕКЦИЈА ЗА ЗАШТИТА НА ЛИЧНИ ПОДАТОЦИ;785;20;ЗАШТИТА НА ЛИЧНИ ПОДАТОЦИ;42;СТОКИ И УСЛУГИ;423;Материјали и ситен инвентар;250000
2014-01-01T00:00:00;2006;ДИРЕКЦИЈА ЗА ЗАШТИТА НА ЛИЧНИ ПОДАТОЦИ;785;20;ЗАШТИТА НА ЛИЧНИ ПОДАТОЦИ;42;СТОКИ И УСЛУГИ;425;Договорни услуги;11138000
2014-01-01T00:00:00;2006;ДИРЕКЦИЈА ЗА ЗАШТИТА НА ЛИЧНИ ПОДАТОЦИ;785;20;ЗАШТИТА НА ЛИЧНИ ПОДАТОЦИ;42;СТОКИ И УСЛУГИ;426;Други тековни расходи;600000
2014-01-01T00:00:00;2007;ДРЖАВНА КОМИСИЈА ЗА ЖАЛБИ ПО ЈАВНИ НАБАВКИ;630;20;РЕШАВАЊЕ ПО ЖАЛБИ ВО ПОСТАПКИТЕ ЗА ЈАВНИ НАБАВКИ;40;ПЛАТИ И НАДОМЕСТОЦИ;401;Основни плати;7596000
2014-01-01T00:00:00;2007;ДРЖАВНА КОМИСИЈА ЗА ЖАЛБИ ПО ЈАВНИ НАБАВКИ;630;20;РЕШАВАЊЕ ПО ЖАЛБИ ВО ПОСТАПКИТЕ ЗА ЈАВНИ НАБАВКИ;40;ПЛАТИ И НАДОМЕСТОЦИ;402;Придонеси за социјално осигурување;2810000
2014-01-01T00:00:00;2007;ДРЖАВНА КОМИСИЈА ЗА ЖАЛБИ ПО ЈАВНИ НАБАВКИ;630;20;РЕШАВАЊЕ ПО ЖАЛБИ ВО ПОСТАПКИТЕ ЗА ЈАВНИ НАБАВКИ;42;СТОКИ И УСЛУГИ;420;Патни и дневни расходи;150000
2014-01-01T00:00:00;2007;ДРЖАВНА КОМИСИЈА ЗА ЖАЛБИ ПО ЈАВНИ НАБАВКИ;630;20;РЕШАВАЊЕ ПО ЖАЛБИ ВО ПОСТАПКИТЕ ЗА ЈАВНИ НАБАВКИ;42;СТОКИ И УСЛУГИ;421;Комунални услуги, греење, комуникација и транспорт;1500000
2014-01-01T00:00:00;2007;ДРЖАВНА КОМИСИЈА ЗА ЖАЛБИ ПО ЈАВНИ НАБАВКИ;630;20;РЕШАВАЊЕ ПО ЖАЛБИ ВО ПОСТАПКИТЕ ЗА ЈАВНИ НАБАВКИ;42;СТОКИ И УСЛУГИ;423;Материјали и ситен инвентар;250000
2014-01-01T00:00:00;2007;ДРЖАВНА КОМИСИЈА ЗА ЖАЛБИ ПО ЈАВНИ НАБАВКИ;630;20;РЕШАВАЊЕ ПО ЖАЛБИ ВО ПОСТАПКИТЕ ЗА ЈАВНИ НАБАВКИ;42;СТОКИ И УСЛУГИ;424;Поправки и тековно одржување;400000
2014-01-01T00:00:00;2007;ДРЖАВНА КОМИСИЈА ЗА ЖАЛБИ ПО ЈАВНИ НАБАВКИ;630;20;РЕШАВАЊЕ ПО ЖАЛБИ ВО ПОСТАПКИТЕ ЗА ЈАВНИ НАБАВКИ;42;СТОКИ И УСЛУГИ;425;Договорни услуги;770000
2014-01-01T00:00:00;2007;ДРЖАВНА КОМИСИЈА ЗА ЖАЛБИ ПО ЈАВНИ НАБАВКИ;630;20;РЕШАВАЊЕ ПО ЖАЛБИ ВО ПОСТАПКИТЕ ЗА ЈАВНИ НАБАВКИ;42;СТОКИ И УСЛУГИ;426;Други тековни расходи;40000
2014-01-01T00:00:00;2007;ДРЖАВНА КОМИСИЈА ЗА ЖАЛБИ ПО ЈАВНИ НАБАВКИ;630;20;РЕШАВАЊЕ ПО ЖАЛБИ ВО ПОСТАПКИТЕ ЗА ЈАВНИ НАБАВКИ;48;КАПИТАЛНИ РАСХОДИ;480;Купување на опрема и машини;300000
2014-01-01T00:00:00;2007;ДРЖАВНА КОМИСИЈА ЗА ЖАЛБИ ПО ЈАВНИ НАБАВКИ;630;20;РЕШАВАЊЕ ПО ЖАЛБИ ВО ПОСТАПКИТЕ ЗА ЈАВНИ НАБАВКИ;48;КАПИТАЛНИ РАСХОДИ;485;Вложувања и нефинансиски средства;300000
2014-01-01T00:00:00;2008;КОМИСИЈА ЗА ВЕРИФИКАЦИЈА НА ФАКТИТЕ;630;20;КОМИСИЈА ЗА ВЕРИФИКАЦИЈА НА ФАКТИТЕ;40;ПЛАТИ И НАДОМЕСТОЦИ;401;Основни плати;15237000
2014-01-01T00:00:00;2008;КОМИСИЈА ЗА ВЕРИФИКАЦИЈА НА ФАКТИТЕ;630;20;КОМИСИЈА ЗА ВЕРИФИКАЦИЈА НА ФАКТИТЕ;40;ПЛАТИ И НАДОМЕСТОЦИ;402;Придонеси за социјално осигурување;5635000
2014-01-01T00:00:00;2008;КОМИСИЈА ЗА ВЕРИФИКАЦИЈА НА ФАКТИТЕ;630;20;КОМИСИЈА ЗА ВЕРИФИКАЦИЈА НА ФАКТИТЕ;42;СТОКИ И УСЛУГИ;420;Патни и дневни расходи;1000000
2014-01-01T00:00:00;2008;КОМИСИЈА ЗА ВЕРИФИКАЦИЈА НА ФАКТИТЕ;630;20;КОМИСИЈА ЗА ВЕРИФИКАЦИЈА НА ФАКТИТЕ;42;СТОКИ И УСЛУГИ;421;Комунални услуги, греење, комуникација и транспорт;1575000
2014-01-01T00:00:00;2008;КОМИСИЈА ЗА ВЕРИФИКАЦИЈА НА ФАКТИТЕ;630;20;КОМИСИЈА ЗА ВЕРИФИКАЦИЈА НА ФАКТИТЕ;42;СТОКИ И УСЛУГИ;423;Материјали и ситен инвентар;250000
2014-01-01T00:00:00;2008;КОМИСИЈА ЗА ВЕРИФИКАЦИЈА НА ФАКТИТЕ;630;20;КОМИСИЈА ЗА ВЕРИФИКАЦИЈА НА ФАКТИТЕ;42;СТОКИ И УСЛУГИ;424;Поправки и тековно одржување;200000
2014-01-01T00:00:00;2008;КОМИСИЈА ЗА ВЕРИФИКАЦИЈА НА ФАКТИТЕ;630;20;КОМИСИЈА ЗА ВЕРИФИКАЦИЈА НА ФАКТИТЕ;42;СТОКИ И УСЛУГИ;425;Договорни услуги;350000
2014-01-01T00:00:00;2008;КОМИСИЈА ЗА ВЕРИФИКАЦИЈА НА ФАКТИТЕ;630;20;КОМИСИЈА ЗА ВЕРИФИКАЦИЈА НА ФАКТИТЕ;42;СТОКИ И УСЛУГИ;426;Други тековни расходи;300000
2014-01-01T00:00:00;2008;КОМИСИЈА ЗА ВЕРИФИКАЦИЈА НА ФАКТИТЕ;630;20;КОМИСИЈА ЗА ВЕРИФИКАЦИЈА НА ФАКТИТЕ;48;КАПИТАЛНИ РАСХОДИ;480;Купување на опрема и машини;130000
2014-01-01T00:00:00;2008;КОМИСИЈА ЗА ВЕРИФИКАЦИЈА НА ФАКТИТЕ;630;20;КОМИСИЈА ЗА ВЕРИФИКАЦИЈА НА ФАКТИТЕ;48;КАПИТАЛНИ РАСХОДИ;485;Вложувања и нефинансиски средства;25000
2014-01-01T00:00:00;2009;РЕГУЛАТОРНА КОМИСИЈА ЗА ДОМУВАЊЕ;630;20;РЕГУЛАТОРНА КОМИСИЈА ЗА ДОМУВАЊЕ;40;ПЛАТИ И НАДОМЕСТОЦИ;401;Основни плати;4227000
2014-01-01T00:00:00;2009;РЕГУЛАТОРНА КОМИСИЈА ЗА ДОМУВАЊЕ;630;20;РЕГУЛАТОРНА КОМИСИЈА ЗА ДОМУВАЊЕ;40;ПЛАТИ И НАДОМЕСТОЦИ;402;Придонеси за социјално осигурување;1563000
2014-01-01T00:00:00;2009;РЕГУЛАТОРНА КОМИСИЈА ЗА ДОМУВАЊЕ;630;20;РЕГУЛАТОРНА КОМИСИЈА ЗА ДОМУВАЊЕ;42;СТОКИ И УСЛУГИ;420;Патни и дневни расходи;20000
2014-01-01T00:00:00;2009;РЕГУЛАТОРНА КОМИСИЈА ЗА ДОМУВАЊЕ;630;20;РЕГУЛАТОРНА КОМИСИЈА ЗА ДОМУВАЊЕ;42;СТОКИ И УСЛУГИ;421;Комунални услуги, греење, комуникација и транспорт;300000
2014-01-01T00:00:00;2009;РЕГУЛАТОРНА КОМИСИЈА ЗА ДОМУВАЊЕ;630;20;РЕГУЛАТОРНА КОМИСИЈА ЗА ДОМУВАЊЕ;42;СТОКИ И УСЛУГИ;423;Материјали и ситен инвентар;30000
2014-01-01T00:00:00;2009;РЕГУЛАТОРНА КОМИСИЈА ЗА ДОМУВАЊЕ;630;20;РЕГУЛАТОРНА КОМИСИЈА ЗА ДОМУВАЊЕ;42;СТОКИ И УСЛУГИ;424;Поправки и тековно одржување;100000
2014-01-01T00:00:00;2009;РЕГУЛАТОРНА КОМИСИЈА ЗА ДОМУВАЊЕ;630;20;РЕГУЛАТОРНА КОМИСИЈА ЗА ДОМУВАЊЕ;42;СТОКИ И УСЛУГИ;425;Договорни услуги;600000
2014-01-01T00:00:00;2009;РЕГУЛАТОРНА КОМИСИЈА ЗА ДОМУВАЊЕ;630;20;РЕГУЛАТОРНА КОМИСИЈА ЗА ДОМУВАЊЕ;42;СТОКИ И УСЛУГИ;426;Други тековни расходи;30000
2014-01-01T00:00:00;2009;РЕГУЛАТОРНА КОМИСИЈА ЗА ДОМУВАЊЕ;630;20;РЕГУЛАТОРНА КОМИСИЈА ЗА ДОМУВАЊЕ;48;КАПИТАЛНИ РАСХОДИ;480;Купување на опрема и машини;140000
2014-01-01T00:00:00;2009;РЕГУЛАТОРНА КОМИСИЈА ЗА ДОМУВАЊЕ;630;20;РЕГУЛАТОРНА КОМИСИЈА ЗА ДОМУВАЊЕ;48;КАПИТАЛНИ РАСХОДИ;483;Купување на мебел;100000
2014-01-01T00:00:00;2009;РЕГУЛАТОРНА КОМИСИЈА ЗА ДОМУВАЊЕ;630;20;РЕГУЛАТОРНА КОМИСИЈА ЗА ДОМУВАЊЕ;48;КАПИТАЛНИ РАСХОДИ;485;Вложувања и нефинансиски средства;50000
2014-01-01T00:00:00;2009;РЕГУЛАТОРНА КОМИСИЈА ЗА ДОМУВАЊЕ;631;20;РЕГУЛАТОРНА КОМИСИЈА ЗА ДОМУВАЊЕ;42;СТОКИ И УСЛУГИ;421;Комунални услуги, греење, комуникација и транспорт;100000
2014-01-01T00:00:00;2009;РЕГУЛАТОРНА КОМИСИЈА ЗА ДОМУВАЊЕ;631;20;РЕГУЛАТОРНА КОМИСИЈА ЗА ДОМУВАЊЕ;42;СТОКИ И УСЛУГИ;425;Договорни услуги;100000
2014-01-01T00:00:00;2010;СОВЕТ ЗА УНАПРЕДУВАЊЕ И НАДЗОР НА РЕВИЗИЈАТА;630;20;СОВЕТ ЗА РЕВИЗИЈА;40;ПЛАТИ И НАДОМЕСТОЦИ;401;Основни плати;2242000
2014-01-01T00:00:00;2010;СОВЕТ ЗА УНАПРЕДУВАЊЕ И НАДЗОР НА РЕВИЗИЈАТА;630;20;СОВЕТ ЗА РЕВИЗИЈА;40;ПЛАТИ И НАДОМЕСТОЦИ;402;Придонеси за социјално осигурување;833000
2014-01-01T00:00:00;2010;СОВЕТ ЗА УНАПРЕДУВАЊЕ И НАДЗОР НА РЕВИЗИЈАТА;630;20;СОВЕТ ЗА РЕВИЗИЈА;42;СТОКИ И УСЛУГИ;423;Материјали и ситен инвентар;50000
2014-01-01T00:00:00;2010;СОВЕТ ЗА УНАПРЕДУВАЊЕ И НАДЗОР НА РЕВИЗИЈАТА;630;20;СОВЕТ ЗА РЕВИЗИЈА;42;СТОКИ И УСЛУГИ;424;Поправки и тековно одржување;50000
2014-01-01T00:00:00;2010;СОВЕТ ЗА УНАПРЕДУВАЊЕ И НАДЗОР НА РЕВИЗИЈАТА;630;20;СОВЕТ ЗА РЕВИЗИЈА;42;СТОКИ И УСЛУГИ;425;Договорни услуги;100000
2014-01-01T00:00:00;2010;СОВЕТ ЗА УНАПРЕДУВАЊЕ И НАДЗОР НА РЕВИЗИЈАТА;630;20;СОВЕТ ЗА РЕВИЗИЈА;42;СТОКИ И УСЛУГИ;426;Други тековни расходи;40000
2014-01-01T00:00:00;2010;СОВЕТ ЗА УНАПРЕДУВАЊЕ И НАДЗОР НА РЕВИЗИЈАТА;787;20;СОВЕТ ЗА РЕВИЗИЈА;42;СТОКИ И УСЛУГИ;420;Патни и дневни расходи;200000
2014-01-01T00:00:00;2010;СОВЕТ ЗА УНАПРЕДУВАЊЕ И НАДЗОР НА РЕВИЗИЈАТА;787;20;СОВЕТ ЗА РЕВИЗИЈА;42;СТОКИ И УСЛУГИ;421;Комунални услуги, греење, комуникација и транспорт;270000
2014-01-01T00:00:00;2010;СОВЕТ ЗА УНАПРЕДУВАЊЕ И НАДЗОР НА РЕВИЗИЈАТА;787;20;СОВЕТ ЗА РЕВИЗИЈА;42;СТОКИ И УСЛУГИ;423;Материјали и ситен инвентар;100000
2014-01-01T00:00:00;2010;СОВЕТ ЗА УНАПРЕДУВАЊЕ И НАДЗОР НА РЕВИЗИЈАТА;787;20;СОВЕТ ЗА РЕВИЗИЈА;42;СТОКИ И УСЛУГИ;424;Поправки и тековно одржување;80000
2014-01-01T00:00:00;2010;СОВЕТ ЗА УНАПРЕДУВАЊЕ И НАДЗОР НА РЕВИЗИЈАТА;787;20;СОВЕТ ЗА РЕВИЗИЈА;42;СТОКИ И УСЛУГИ;425;Договорни услуги;1000000
2014-01-01T00:00:00;2010;СОВЕТ ЗА УНАПРЕДУВАЊЕ И НАДЗОР НА РЕВИЗИЈАТА;787;20;СОВЕТ ЗА РЕВИЗИЈА;42;СТОКИ И УСЛУГИ;426;Други тековни расходи;150000
2014-01-01T00:00:00;2010;СОВЕТ ЗА УНАПРЕДУВАЊЕ И НАДЗОР НА РЕВИЗИЈАТА;787;20;СОВЕТ ЗА РЕВИЗИЈА;48;КАПИТАЛНИ РАСХОДИ;480;Купување на опрема и машини;100000
2014-01-01T00:00:00;2010;СОВЕТ ЗА УНАПРЕДУВАЊЕ И НАДЗОР НА РЕВИЗИЈАТА;787;20;СОВЕТ ЗА РЕВИЗИЈА;48;КАПИТАЛНИ РАСХОДИ;483;Купување на мебел;100000
2014-01-01T00:00:00;2011;КОМИСИЈА ЗА ЗАШТИТА ОД ДИСКРИМИНАЦИЈА;630;20;ЗАШТИТА ОД ДИСКРИМИНАЦИЈА;42;СТОКИ И УСЛУГИ;421;Комунални услуги, греење, комуникација и транспорт;150000
2014-01-01T00:00:00;2011;КОМИСИЈА ЗА ЗАШТИТА ОД ДИСКРИМИНАЦИЈА;630;20;ЗАШТИТА ОД ДИСКРИМИНАЦИЈА;42;СТОКИ И УСЛУГИ;423;Материјали и ситен инвентар;12000
2014-01-01T00:00:00;2011;КОМИСИЈА ЗА ЗАШТИТА ОД ДИСКРИМИНАЦИЈА;630;20;ЗАШТИТА ОД ДИСКРИМИНАЦИЈА;42;СТОКИ И УСЛУГИ;424;Поправки и тековно одржување;35000
2014-01-01T00:00:00;2011;КОМИСИЈА ЗА ЗАШТИТА ОД ДИСКРИМИНАЦИЈА;630;20;ЗАШТИТА ОД ДИСКРИМИНАЦИЈА;42;СТОКИ И УСЛУГИ;425;Договорни услуги;4350000
2014-01-01T00:00:00;2011;КОМИСИЈА ЗА ЗАШТИТА ОД ДИСКРИМИНАЦИЈА;630;20;ЗАШТИТА ОД ДИСКРИМИНАЦИЈА;42;СТОКИ И УСЛУГИ;426;Други тековни расходи;10000
2014-01-01T00:00:00;2012;ДРЖАВНА КОМИСИЈА ЗА ОДЛУЧУВАЊЕ ВО УПРАВНА ПОСТАПКА И ПОСТАПКА ОД РАБОТЕН ОДНОС ВО ВТОР СТЕПЕН;630;10;АДМИНИСТРАЦИЈА;40;ПЛАТИ И НАДОМЕСТОЦИ;401;Основни плати;20948000
2014-01-01T00:00:00;2012;ДРЖАВНА КОМИСИЈА ЗА ОДЛУЧУВАЊЕ ВО УПРАВНА ПОСТАПКА И ПОСТАПКА ОД РАБОТЕН ОДНОС ВО ВТОР СТЕПЕН;630;10;АДМИНИСТРАЦИЈА;40;ПЛАТИ И НАДОМЕСТОЦИ;402;Придонеси за социјално осигурување;7748000
2014-01-01T00:00:00;2012;ДРЖАВНА КОМИСИЈА ЗА ОДЛУЧУВАЊЕ ВО УПРАВНА ПОСТАПКА И ПОСТАПКА ОД РАБОТЕН ОДНОС ВО ВТОР СТЕПЕН;630;10;АДМИНИСТРАЦИЈА;42;СТОКИ И УСЛУГИ;420;Патни и дневни расходи;120000
2014-01-01T00:00:00;2012;ДРЖАВНА КОМИСИЈА ЗА ОДЛУЧУВАЊЕ ВО УПРАВНА ПОСТАПКА И ПОСТАПКА ОД РАБОТЕН ОДНОС ВО ВТОР СТЕПЕН;630;10;АДМИНИСТРАЦИЈА;42;СТОКИ И УСЛУГИ;421;Комунални услуги, греење, комуникација и транспорт;1411000
2014-01-01T00:00:00;2012;ДРЖАВНА КОМИСИЈА ЗА ОДЛУЧУВАЊЕ ВО УПРАВНА ПОСТАПКА И ПОСТАПКА ОД РАБОТЕН ОДНОС ВО ВТОР СТЕПЕН;630;10;АДМИНИСТРАЦИЈА;42;СТОКИ И УСЛУГИ;423;Материјали и ситен инвентар;340000
